word,cefr_level,source,pos,meaning_ko,meaning_en,forms,category,word_code,sense_code,synonyms
walk,Pre A1,LCMS_0729_0727_wordmeta,Noun,걷기,the act of moving by foot,walks,Actions & Verbs,W000002954,S000000001,"stroll,hike,ramble"
walk,Pre A1,LCMS_0729_0727_wordmeta,Noun,산책,a short trip made by walking,walks,Actions & Verbs,W000002954,S000000002,"stroll,hike,ramble"
walk,Pre A1,LCMS_0729_0727_wordmeta,Verb,"걷다, 걸어가다",to move by putting one foot in front of the other,walks,Actions & Verbs,W000002954,S000000003,"stroll,hike,ramble"
quietly,A1,LCMS_0729_0727_wordmeta,Adverb,조용히,in a way that makes little sound,,Abstract Concepts,W000002956,S000000001,"silently,softly,calmly"
marry,B1,LCMS_0729_0727_wordmeta,Verb,결혼하다,to become a husband and a wife,"married,marries,marrying",People & Family,W000002957,S000000001,"wed,get married"
marry,B1,LCMS_0729_0727_wordmeta,Noun,결혼하다,take in marriage,"marry,married,marrying,marries",Actions & Verbs,W000002957,S000000002,"get married,wed,conjoin,hook up with,get hitched with,espouse"
advertising,A2,LCMS_0729_0727_wordmeta,Noun,"광고업, 광고 활동",the work of telling people about things to sell them,,Work & Jobs,W000002959,S000000001,"publicity,promotion,marketing"
advertising,A2,LCMS_0729_0727_wordmeta,Adjective,"광고하는, 광고용",used for telling people about things to sell,,Work & Jobs,W000002959,S000000002,"publicity,promotion,marketing"
discussion,B1,LCMS_0729_0727_wordmeta,Noun,"이야기, 의논",a talk about something with others,discussions,Actions & Verbs,W000002960,S000000001,"conversation,debate,chat,dialogue"
lesser,C1,LCMS_0729_0727_wordmeta,Adjective,덜 중요하거나 작은,not as big or important,,Abstract Concepts,W000002964,S000000001,"minor,subordinate,inferior"
championship,B1,LCMS_0729_0727_wordmeta,Noun,최고가 되는 자격,the special name you get for being the best,championships,Abstract Concepts,W000002965,S000000001,"tournament,competition"
championship,B1,LCMS_0729_0727_wordmeta,Noun,최고를 가리는 경기,a big game or contest to find the best player or team,championships,Society & Community,W000002965,S000000002,"tournament,competition"
welcome,A1,LCMS_0729_0727_wordmeta,Adjective,"환영받는, 반가운",received or accepted happily,,Grammar & Function Words,W000002967,S000000001,
welcome,A1,LCMS_0729_0727_wordmeta,Interjection,천만에요,said when someone thanks you,,Grammar & Function Words,W000002967,S000000002,
welcome,A1,LCMS_0729_0727_wordmeta,Interjection,환영한다,said when someone arrives,,Grammar & Function Words,W000002967,S000000003,
welcome,A1,LCMS_0729_0727_wordmeta,Noun,"환영, 반김",the act of greeting someone happily,,Abstract Concepts,W000002967,S000000004,
welcome,A1,LCMS_0729_0727_wordmeta,Verb,"환영하다, 반기다",to greet someone happily,,Grammar & Function Words,W000002967,S000000005,
welcome,A1,LCMS_0729_0727_wordmeta,Interjection,환영합니다,said when someone arrives,,Grammar & Function Words,W000002967,S000000006,
drift,C1,LCMS_0729_0727_wordmeta,Noun,"눈더미, 모래더미",a pile of snow or sand made by the wind,"drifted,drifts,drifting",Nature & Weather,W000002969,S000000001,"float,wander,roam"
drift,C1,LCMS_0729_0727_wordmeta,Verb,"표류하다, 떠다니다","to move slowly, often without control","drifted,drifts,drifting",Actions & Verbs,W000002969,S000000002,"float,wander,roam"
chaos,C1,LCMS_0729_0727_wordmeta,Noun,아무것도 정리되지 않은 상태,a complete mess with no order at all,,Abstract Concepts,W000002970,S000000001,"disorder,mess,confusion"
want,Pre A1,LCMS_0729_0727_wordmeta,Verb,"원하다, ~하고 싶다",to wish for something or to want to do it,"wanted,wants,wanting",Feelings & Emotions,W000002974,S000000001,"desire,wish,crave"
forecast,B2,LCMS_0729_0727_wordmeta,Noun,"예보, 예측",a guess about what will happen,forecasts,Nature & Weather,W000002976,S000000001,"prediction,prognosis"
forecast,B2,LCMS_0729_0727_wordmeta,Verb,"예보하다, 예측하다",to say what will happen in the future,forecasts,Nature & Weather,W000002976,S000000002,"prediction,prognosis"
deteriorate,C1,LCMS_0729_0727_wordmeta,Verb,점점 더 나빠지다,to become worse and worse,"deteriorated,deteriorates,deteriorating",Actions & Verbs,W000002977,S000000001,"worsen,decline,get worse"
critically,B2,LCMS_0729_0727_wordmeta,Adverb,결정적으로,in a way that decides something,,Abstract Concepts,W000002980,S000000001,"crucially,vitally,essentially"
critically,B2,LCMS_0729_0727_wordmeta,Adverb,비판적으로,in a way that finds fault,,Abstract Concepts,W000002980,S000000002,"crucially,vitally,essentially"
critically,B2,LCMS_0729_0727_wordmeta,Adverb,아주 자세히,in a very careful way,,Abstract Concepts,W000002980,S000000003,"crucially,vitally,essentially"
critically,B2,LCMS_0729_0727_wordmeta,Adverb,아주 중요하게,in a very important way,,Abstract Concepts,W000002980,S000000004,"crucially,vitally,essentially"
input,B2,LCMS_0729_0727_wordmeta,Noun,정보,information that someone gives,inputs,Technology & Media,W000002981,S000000001,"contribution,data,information,suggestion"
input,B2,LCMS_0729_0727_wordmeta,Noun,조언,advice that someone gives,inputs,Abstract Concepts,W000002981,S000000002,"contribution,data,information,suggestion"
input,B2,LCMS_0729_0727_wordmeta,Verb,정보를 입력하다,to put information into a computer or system,inputs,Technology & Media,W000002981,S000000003,"contribution,data,information,suggestion"
induce,C1,LCMS_0729_0727_wordmeta,Verb,"일으키다, 생기게 하다",to make something happen or start,"induced,induces,inducing",Actions & Verbs,W000002982,S000000001,"cause,bring about,prompt,persuade"
difference,A1,LCMS_0729_0727_wordmeta,Noun,차이,a way that things are not the same,differences,Abstract Concepts,W000002987,S000000001,"distinction,unlikeness"
must,A1,LCMS_0729_0727_wordmeta,Noun,~임에 틀림없다,used to say something is surely true,,Grammar & Function Words,W000002988,S000000001,"should,have to,ought to"
must,A1,LCMS_0729_0727_wordmeta,Noun,~해야 한다,used to say you need to do something,,Grammar & Function Words,W000002988,S000000002,"should,have to,ought to"
must,A1,LCMS_0729_0727_wordmeta,Noun,꼭 해야 할 일,something you have to do,,Abstract Concepts,W000002988,S000000003,"should,have to,ought to"
must,A1,LCMS_0729_0727_wordmeta,Verb,"~해야 한다, ~임에 틀림없다",used to show necessity or strong belief,must,Actions & Verbs,W000002988,S000000004,
circle,A1,LCMS_0729_0727_wordmeta,Noun,"원, 동그라미",a perfectly round shape,circles,Colors & Shapes,W000002989,S000000001,"ring,hoop,loop,disc"
circle,A1,LCMS_0729_0727_wordmeta,Verb,빙빙 돌다,to move around in a round path,circles,Actions & Verbs,W000002989,S000000002,"ring,hoop,loop,disc"
circle,A1,LCMS_0729_0727_wordmeta,Verb,원을 그리다,to draw a round shape,circles,Actions & Verbs,W000002989,S000000003,"ring,hoop,loop,disc"
resign,B2,LCMS_0729_0727_wordmeta,Verb,그만두다,to stop working at a job,"resigned,resigns,resigning",Work & Jobs,W000002991,S000000001,"quit,step down,leave"
sophisticated,B2,LCMS_0729_0727_wordmeta,Adjective,"아주 복잡한, 정교한","very complex or advanced, often hard to understand","more sophisticated,most sophisticated",Abstract Concepts,W000002997,S000000001,"complex,intricate,advanced"
reside,C1,LCMS_0729_0727_wordmeta,Verb,살다,to live in a place,"resided,resides,residing",Places & Transport,W000002998,S000000001,"live,dwell,inhabit"
ward,C1,LCMS_0729_0727_wordmeta,Noun,"병실, 병동",a room in a hospital,"warded,wards,warding",Actions & Verbs,W000003001,S000000001,"avert,prevent,deflect"
ward,C1,LCMS_0729_0727_wordmeta,Verb,"막다, 물리치다",to keep something bad away,"warded,wards,warding",Actions & Verbs,W000003001,S000000002,"avert,prevent,deflect"
chase,B2,LCMS_0729_0727_wordmeta,Noun,뒤쫓아가는 것,the act of running after something,"chased,chases,chasing",Actions & Verbs,W000003003,S000000001,"pursue,follow,run after"
chase,B2,LCMS_0729_0727_wordmeta,Verb,뒤쫓아가다,to run after something to catch it,"chased,chases,chasing",Actions & Verbs,W000003003,S000000002,"pursue,follow,run after"
accident,B1,LCMS_0729_0727_wordmeta,Noun,사고,a bad thing that happens by mistake,accidents,Society & Community,W000003004,S000000001,"mishap,crash,incident"
accident,B1,LCMS_0729_0727_wordmeta,Noun,우연히 일어난 일,something that happens by chance,accidents,Abstract Concepts,W000003004,S000000002,"mishap,crash,incident"
anyway,B1,LCMS_0729_0727_wordmeta,Adverb,"어쨌든, 하여간",no matter what happens,,Grammar & Function Words,W000003005,S000000001,"regardless,anyhow,in any event"
found,B2,LCMS_0729_0727_wordmeta,Verb,"세우다, 만들다",to start something like a school or town,"founded,founds,founding",Actions & Verbs,W000003008,S000000001,"establish,create,set up"
found,B2,LCMS_0729_0727_wordmeta,Verb,찾았다,the past tense of 'find',"founded,founds,founding",Actions & Verbs,W000003008,S000000002,"establish,create,set up"
currency,B1,LCMS_0729_0727_wordmeta,Noun,"화폐, 돈",the money used in a country,currencies,Shopping & Money,W000003013,S000000001,"money,cash"
canal,B1,LCMS_0729_0727_wordmeta,Noun,배가 다니는 물길,a long narrow path of water made for boats,canals,Places & Transport,W000003014,S000000001,"waterway,channel"
convict,C1,LCMS_0729_0727_wordmeta,Noun,죄를 지어 감옥에 있는 사람,a person who is in prison because they did a crime,"convicted,convicts,convicting",People & Family,W000003017,S000000001,"condemn,sentence"
convict,C1,LCMS_0729_0727_wordmeta,Verb,죄가 있다고 말하다,to say officially that someone did a crime,"convicted,convicts,convicting",Actions & Verbs,W000003017,S000000002,"condemn,sentence"
inhibit,C1,LCMS_0729_0727_wordmeta,Verb,못하게 하다,to stop something from happening,"inhibited,inhibits,inhibiting",Actions & Verbs,W000003021,S000000001,"hinder,restrict,suppress,prevent"
inhibit,C1,LCMS_0729_0727_wordmeta,Verb,방해하다,to make something hard to do,"inhibited,inhibits,inhibiting",Actions & Verbs,W000003021,S000000002,"hinder,restrict,suppress,prevent"
intimate,C1,LCMS_0729_0727_wordmeta,Adjective,"개인적인, 사적인",about your private life,"more intimate,most intimate",Feelings & Emotions,W000003023,S000000001,"close,personal,private,familiar"
intimate,C1,LCMS_0729_0727_wordmeta,Adjective,아주 친한,very close and friendly,"more intimate,most intimate",Feelings & Emotions,W000003023,S000000002,"close,personal,private,familiar"
disclose,C1,LCMS_0729_0727_wordmeta,Verb,"밝히다, 알리다",to make something known,"disclosed,discloses,disclosing",Actions & Verbs,W000003024,S000000001,"reveal,expose,uncover,admit,tell"
disclose,C1,LCMS_0729_0727_wordmeta,Verb,비밀을 말하다,to tell a secret to others,"disclosed,discloses,disclosing",Actions & Verbs,W000003024,S000000002,"reveal,expose,uncover,admit,tell"
entirely,B2,LCMS_0729_0727_wordmeta,Adverb,"완전히, 모두","completely, with nothing left out",,Grammar & Function Words,W000003025,S000000001,"completely,totally,wholly,fully"
religion,B1,LCMS_0729_0727_wordmeta,Noun,신을 믿는 마음,belief in a god or many gods,religions,Society & Community,W000003026,S000000001,"faith,belief"
diagram,B1,LCMS_0729_0727_wordmeta,Noun,설명하는 그림,a simple drawing that shows how something works,diagrams,School & Learning,W000003027,S000000001,"chart,graph,illustration,drawing"
extensively,B2,LCMS_0729_0727_wordmeta,Adverb,널리,in a very wide area,,Abstract Concepts,W000003032,S000000001,"widely,broadly,greatly"
extensively,B2,LCMS_0729_0727_wordmeta,Adverb,아주 많이,including many things or a lot of something,,Abstract Concepts,W000003032,S000000002,"widely,broadly,greatly"
chart,A1,LCMS_0729_0727_wordmeta,Noun,바다를 보여주는 지도,a map that shows the sea,charts,Places & Transport,W000003035,S000000001,"graph,diagram,table"
chart,A1,LCMS_0729_0727_wordmeta,Noun,"사실을 보여주는 그림, 도표",a drawing that shows facts or numbers,charts,School & Learning,W000003035,S000000002,"graph,diagram,table"
chart,A1,LCMS_0729_0727_wordmeta,Verb,도표에 기록하다,to write facts or numbers on a chart,charts,School & Learning,W000003035,S000000003,"graph,diagram,table"
evoke,C1,LCMS_0729_0727_wordmeta,Verb,생각이나 감정을 떠올리다,to make you think of a feeling or memory,"evoked,evokes,evoking",Feelings & Emotions,W000003036,S000000001,"recall,arouse,elicit"
predominantly,C1,LCMS_0729_0727_wordmeta,Adverb,주로,mostly,,Abstract Concepts,W000003038,S000000001,"mainly,mostly,primarily,chiefly"
till,B1,LCMS_0729_0727_wordmeta,Conjunction,~까지,until something happens,,Grammar & Function Words,W000003039,S000000001,"until,up to"
till,B1,LCMS_0729_0727_wordmeta,Noun,"금전 등록기, 돈 서랍",a drawer in a shop where money is kept,,Shopping & Money,W000003039,S000000002,"until,up to"
till,B1,LCMS_0729_0727_wordmeta,Preposition,~까지,up to a certain time or place,,Grammar & Function Words,W000003039,S000000003,"until,up to"
till,B1,LCMS_0729_0727_wordmeta,Verb,밭을 갈다,to prepare land for growing plants,,Actions & Verbs,W000003039,S000000004,"until,up to"
attend,B1,LCMS_0729_0727_wordmeta,Verb,다니다,to go to a place regularly,"attended,attends,attending",Actions & Verbs,W000003040,S000000001,"go to,be present at,be at"
attend,B1,LCMS_0729_0727_wordmeta,Verb,주의하다,to pay attention,"attended,attends,attending",Actions & Verbs,W000003040,S000000002,"go to,be present at,be at"
attend,B1,LCMS_0729_0727_wordmeta,Verb,참석하다,to go to an event,"attended,attends,attending",Actions & Verbs,W000003040,S000000003,"go to,be present at,be at"
goods,B1,LCMS_0729_0727_wordmeta,Noun,"물건, 상품",things you can buy or sell,,Shopping & Money,W000003043,S000000001,"merchandise,products,items"
voting,B2,LCMS_0729_0727_wordmeta,Noun,"투표, 선거",the action of making a choice in an election,,Society & Community,W000003044,S000000001,"election,ballot,poll"
align,C1,LCMS_0729_0727_wordmeta,Verb,줄을 맞춰 가지런히 하다,to put things in a straight line,"aligned,aligns,aligning",Actions & Verbs,W000003047,S000000001,"straighten,arrange,line up"
anymore,B1,LCMS_0729_0727_wordmeta,Adverb,더 이상 ~ 않다,not any longer,,Grammar & Function Words,W000003048,S000000001,"no longer,any longer"
secure,B2,LCMS_0729_0727_wordmeta,Adjective,"안전한, 튼튼한","safe and strong, not in danger","securer,most secure",Abstract Concepts,W000003049,S000000001,"safe,protected,stable,firm"
secure,B2,LCMS_0729_0727_wordmeta,Verb,안전하게 하다,to make something safe or hold it tightly,"securer,most secure",Actions & Verbs,W000003049,S000000002,"safe,protected,stable,firm"
secure,B2,LCMS_0729_0727_wordmeta,Verb,"얻다, 가지다",to get something that is difficult to get,"securer,most secure",Actions & Verbs,W000003049,S000000003,"safe,protected,stable,firm"
guided,B1,LCMS_0729_0727_wordmeta,Adjective,"안내받는, 이끌리는",shown the way by someone,,Actions & Verbs,W000003050,S000000001,"directed,led,escorted"
used to,B1,LCMS_0729_0727_wordmeta,Verb,~하곤 했다 (과거 습관),describes something that was true or happened regularly in the past,,Grammar & Function Words,W000003051,S000000001,
used to,B1,LCMS_0729_0727_wordmeta,Adverb,"~하곤 했다, 예전에는 ~였다",used to say something happened often or was true in the past,,Grammar & Function Words,W000003051,S000000002,would
late,A2,LCMS_0729_0727_wordmeta,Adjective,늦은,happening or arriving after the usual time,"later,latest",Abstract Concepts,W000003055,S000000001,"tardily,belatedly"
late,A2,LCMS_0729_0727_wordmeta,Adverb,늦게,after the usual or expected time,"later,latest",Grammar & Function Words,W000003055,S000000002,"tardily,belatedly"
school,Pre A1,LCMS_0729_0727_wordmeta,Noun,물고기 떼,a large group of fish swimming together,schools,Animals,W000003056,S000000001,"shoal,swarm,flock"
school,Pre A1,LCMS_0729_0727_wordmeta,Noun,학교,a place where children go to learn,schools,School & Learning,W000003056,S000000002,"shoal,swarm,flock"
school,Pre A1,LCMS_0729_0727_wordmeta,Verb,가르치다,to teach someone,schools,School & Learning,W000003056,S000000003,"shoal,swarm,flock"
basically,B2,LCMS_0729_0727_wordmeta,Adverb,간단히 말하면,used to say something simply,,Grammar & Function Words,W000003058,S000000001,"simply,in short,in essence"
